intensity,class,expected_label,predicted_label,confidence,if_score,correct,explanation
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.347,False,"IF score 35% | elevated: icmp_rate, udp_rate, unique_dst_ports, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.3572,False,"IF score 36% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.3507,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.786,0.3537,True,RF classifier: ICMP Flood (79% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.788,0.3489,True,RF classifier: ICMP Flood (79% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.797,0.3541,True,RF classifier: ICMP Flood (80% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.354,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.3548,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.782,0.3494,True,RF classifier: ICMP Flood (78% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.792,0.3485,True,RF classifier: ICMP Flood (79% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.781,0.3486,True,RF classifier: ICMP Flood (78% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.782,0.3544,True,RF classifier: ICMP Flood (78% confidence) | IF score 35%
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.3518,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.354,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Suspicious Behavioral Traffic,0.0,0.347,False,"IF score 35% | elevated: icmp_rate, udp_rate, total_rate"
borderline,ICMP Flood,Likely ICMP Flood,Likely ICMP Flood,0.847,0.354,True,RF classifier: ICMP Flood (85% confidence) | IF score 35%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.807,0.4261,True,RF classifier: UDP Flood (81% confidence) | next: BENIGN (10%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.82,0.419,True,RF classifier: UDP Flood (82% confidence) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.807,0.4281,True,RF classifier: UDP Flood (81% confidence) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.786,0.415,True,RF classifier: UDP Flood (79% confidence) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.792,0.4288,True,RF classifier: UDP Flood (79% confidence) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.789,0.4256,True,RF classifier: UDP Flood (79% confidence) | next: BENIGN (10%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.773,0.4186,True,RF classifier: UDP Flood (77% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.773,0.4212,True,RF classifier: UDP Flood (77% confidence) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.781,0.4163,True,RF classifier: UDP Flood (78% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.76,0.4173,True,RF classifier: UDP Flood (76% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.782,0.4301,True,RF classifier: UDP Flood (78% confidence) | next: BENIGN (11%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.79,0.4205,True,RF classifier: UDP Flood (79% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.781,0.4304,True,RF classifier: UDP Flood (78% confidence) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.758,0.4305,True,RF classifier: UDP Flood (76% confidence) | next: BENIGN (13%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.779,0.4292,True,RF classifier: UDP Flood (78% confidence) | next: BENIGN (11%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Suspicious Behavioral Traffic,0.0,0.4171,False,"IF score 42% | elevated: udp_rate, unique_dst_ports, total_rate"
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.797,0.4181,True,RF classifier: UDP Flood (80% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.791,0.4251,True,RF classifier: UDP Flood (79% confidence) | next: BENIGN (10%) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.789,0.4143,True,RF classifier: UDP Flood (79% confidence) | next: BENIGN (11%) | IF score 41%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.805,0.4265,True,RF classifier: UDP Flood (81% confidence) | IF score 43%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.766,0.4217,True,RF classifier: UDP Flood (77% confidence) | next: BENIGN (12%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.834,0.4195,True,RF classifier: UDP Flood (83% confidence) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.769,0.4142,True,RF classifier: UDP Flood (77% confidence) | next: BENIGN (12%) | IF score 41%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.792,0.4206,True,RF classifier: UDP Flood (79% confidence) | next: BENIGN (11%) | IF score 42%
borderline,UDP Flood,Likely UDP Flood,Likely UDP Flood,0.807,0.4286,True,RF classifier: UDP Flood (81% confidence) | IF score 43%
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5987,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5972,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5871,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5973,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5884,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.596,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5965,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5939,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5945,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5985,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5945,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5992,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5912,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5973,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5939,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Likely Connection Burst,0.734,0.5864,True,RF classifier: Connection Burst (73% confidence) | next: Port Scan (16%) | IF score 59%
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.598,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5859,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5932,False,"IF score 59% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5827,False,"IF score 58% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5972,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5965,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.5987,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
borderline,Connection Burst,Likely Connection Burst,Likely Connection Burst,0.713,0.5947,True,RF classifier: Connection Burst (71% confidence) | next: Port Scan (16%) | IF score 59%
borderline,Connection Burst,Likely Connection Burst,Suspicious Behavioral Traffic,0.0,0.598,False,"IF score 60% | elevated: syn_rate, udp_rate, ack_rate, rst_rate, unique_dst_ports, total_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3894,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4049,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4133,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.415,True,"IF score 42% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4037,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3887,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4126,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4057,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4003,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4032,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4087,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.406,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.416,True,"IF score 42% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3941,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4089,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4027,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3924,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3932,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.404,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4074,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4067,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4118,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4051,True,"IF score 41% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.394,True,"IF score 39% | elevated: syn_rate, rst_rate"
subthresh,SYN Flood (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4003,True,"IF score 40% | elevated: syn_rate, rst_rate"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3932,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3816,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3921,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3803,True,"IF score 38% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.385,True,"IF score 38% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3984,True,"IF score 40% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3987,True,"IF score 40% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3868,True,"IF score 39% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3947,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3897,True,"IF score 39% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3808,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3883,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3726,True,"IF score 37% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3988,True,"IF score 40% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3791,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3929,True,"IF score 39% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3919,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3771,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.388,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3826,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3906,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3962,True,"IF score 40% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3998,True,"IF score 40% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3811,True,"IF score 38% | elevated: rst_rate, unique_dst_ports"
subthresh,Port Scan (sub-threshold),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3862,True,"IF score 39% | elevated: syn_rate, rst_rate, unique_dst_ports"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.421,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4232,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4154,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4292,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4099,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4276,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4319,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4332,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4183,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4088,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4252,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4222,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4279,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4062,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4187,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.425,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4215,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4127,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4131,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.423,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4322,True,"IF score 43% | elevated: syn_rate, icmp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4072,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4286,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4224,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly A,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4275,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4373,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4369,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4339,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4404,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4386,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4418,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4319,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4498,True,"IF score 45% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.441,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4272,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4383,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4253,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4463,True,"IF score 45% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4417,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4303,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4488,True,"IF score 45% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
